payment_id,vendor_name,invoice_number,amount,payment_date,payment_method
PMT-00750,Ironclad Equipment Rental,INV-022-16410,4670.54,2024-05-14,ACH
PMT-00516,Cascade Freight,INV-006-63745,531.09,2024-05-14,ACH
PMT-00006,Vertex Software Inc.,INV-047-75082,2094.0,2024-05-14,Card
PMT-00508,Redwood Marketing Partners,INV-038-15795,191.95,2024-05-14,Wire
PMT-00458,Coastal Legal Services,INV-011-21109,1916.28,2024-05-15,Check
PMT-00299,Silverline Waste Management,INV-042-18896,2794.38,2024-05-15,ACH
PMT-00638,Ironclad Equipment Rental,INV-022-10782,1592.63,2024-05-16,ACH
PMT-00201,Meridian Travel Services,INV-029-58154,3913.49,2024-05-16,ACH
PMT-00329,Falcon Facilities Management,INV-015-72027,883.16,2024-05-16,Check
PMT-00579,Pinehurst Security Systems,INV-036-84418,573.07,2024-05-17,ACH
PMT-00773,Beacon Maintenance Corp,INV-001-85281,1227.85,2024-05-18,Wire
PMT-00398,Pinehurst Landscaping,INV-034-59879,3209.75,2024-05-18,Check
PMT-00116,Vantage Consulting Group,INV-044-37926,1966.71,2024-05-19,Wire
PMT-00026,Blue Ridge Analytics,INV-002-63405,931.51,2024-05-19,ACH
PMT-00034,Union Cleaning Services,INV-043-68809,1058.73,2024-05-19,Wire
PMT-00512,Crestview Landscaping,INV-013-84609,6641.29,2024-05-20,Card
PMT-00472,Blue Ridge Analytics,INV-002-84437,688.31,2024-05-20,ACH
PMT-00711,Silverline Freight,INV-039-67992,4258.73,2024-05-20,Check
PMT-00752,Pinehurst Facilities Management,INV-033-51873,641.94,2024-05-21,ACH
PMT-00834,Redwood Marketing Partners,INV-038-84850,1120.96,2024-05-21,Wire
PMT-00555,Blue Ridge Utilities,INV-004-29620,2811.24,2024-05-21,ACH
PMT-00909,Meridian Travel Services,INV-029-74975,3913.49,2024-05-22,Wire
PMT-00424,Pinehurst Landscaping,INV-034-61156,2389.46,2024-05-23,Wire
PMT-00627,Vertex Travel Services,INV-049-24144,1457.12,2024-05-23,Wire
PMT-00227,Silverline Freight,INV-039-91723,1867.28,2024-05-23,ACH
PMT-00268,Lumen Utilities,INV-028-41312,1433.13,2024-05-24,ACH
PMT-00256,Blue Ridge Insurance Group,INV-003-68627,1129.7,2024-05-24,ACH
PMT-00495,Harbor Office Solutions,INV-019-73166,3631.21,2024-05-24,Check
PMT-00148,Pinehurst Office Solutions,INV-035-96628,5281.53,2024-05-24,Check
PMT-00660,Northgate Catering,INV-030-59648,1391.89,2024-05-25,Check
PMT-00568,Northgate Catering,INV-030-95483,845.78,2024-05-25,Wire
PMT-00295,Cobalt Utilities,INV-012-47697,7634.11,2024-05-26,Check
PMT-00274,Falcon Facilities Management,INV-015-34281,2446.35,2024-05-26,Wire
PMT-00553,Vertex Staffing Solutions,INV-048-50383,3410.94,2024-05-26,Wire
PMT-00905,Pinehurst Landscaping,INV-034-44146,3209.75,2024-05-27,Card
PMT-00230,Silverline Utilities,INV-041-39292,18072.36,2024-05-27,Card
PMT-00250,Lumen Maintenance Corp,INV-026-93752,363.84,2024-05-27,Wire
PMT-00240,Lumen Maintenance Corp,INV-026-53226,4576.79,2024-05-27,ACH
PMT-00440,Vantage Supply Co.,INV-045-87654,3084.44,2024-05-27,Check
PMT-00737,Vertex Software Inc.,INV-047-19723,258.84,2024-05-28,ACH
PMT-00916,Silverline Freight,INV-039-87874,4258.73,2024-05-29,Wire
PMT-00686,Falcon Facilities Management,INV-015-82191,1946.17,2024-05-29,Card
PMT-00432,Falcon Supply Co.,INV-016-60352,1135.13,2024-05-29,ACH
PMT-00327,Lumen Maintenance Corp,INV-026-77828,200.22,2024-05-29,ACH
PMT-00738,Pinehurst Landscaping,INV-034-51474,431.83,2024-05-29,Check
PMT-00040,Coastal Freight,INV-010-27053,1795.22,2024-05-30,ACH
PMT-00137,Lumen Utilities,INV-028-30385,2139.36,2024-05-30,ACH
PMT-00907,Coastal Legal Services,INV-011-39901,225.65,2024-05-30,Check
PMT-00199,Highland Staffing Solutions,INV-021-82561,2667.34,2024-05-30,ACH
PMT-00705,Pinehurst Security Systems,INV-036-45139,92.85,2024-05-31,ACH
PMT-00388,Vertex Staffing Solutions,INV-048-28141,2420.94,2024-05-31,ACH
PMT-00616,Redwood Marketing Partners,INV-038-73271,1395.94,2024-05-31,ACH
PMT-00867,Redwood Cleaning Services,INV-037-63897,9491.73,2024-06-02,ACH
PMT-00018,Pinehurst Cleaning Services,INV-032-95001,664.48,2024-06-02,ACH
PMT-00203,Redwood Marketing Partners,INV-038-53345,1267.13,2024-06-02,ACH
PMT-00902,Falcon Supply Co,INV-016-60352,1135.13,2024-06-02,ACH
PMT-00400,Blue Ridge Insurance Group,INV-003-85453,619.96,2024-06-03,Check
PMT-00189,Pinehurst Security Systems,INV-036-86256,506.11,2024-06-05,Wire
PMT-00072,Harbor Travel Services,INV-020-30659,28832.14,2024-06-05,ACH
PMT-00174,Coastal Freight,INV-010-70042,2053.09,2024-06-06,Wire
PMT-00866,Redwood Cleaning Services,INV-037-91181,9225.3,2024-06-07,Check
PMT-00832,Cascade Telecom,INV-008-36864,1136.56,2024-06-08,ACH
PMT-00255,Lumen Cleaning Services,INV-025-52289,6035.98,2024-06-08,ACH
PMT-00741,Pinehurst Cleaning Services,INV-032-95493,1403.28,2024-06-09,ACH
PMT-00039,Pinehurst Facilities Management,INV-033-67307,524.96,2024-06-09,Check
PMT-00277,Silverline Office Solutions,INV-040-93232,563.19,2024-06-10,ACH
PMT-00421,Lumen Catering,INV-024-12250,1582.21,2024-06-10,ACH
PMT-00094,Lumen Maintenance Corp,INV-026-88374,3886.42,2024-06-10,ACH
PMT-00603,Blue Ridge Insurance Group,INV-003-66864,3253.68,2024-06-10,ACH
PMT-00507,Blue Ridge Insurance Group,INV-003-89957,250.1,2024-06-11,ACH
PMT-00501,Vertex Software Inc.,INV-047-55600,1591.74,2024-06-11,Check
PMT-00917,Cobalt Utilities,INV-012-48120,7634.11,2024-06-12,ACH
PMT-00594,Northgate Catering,INV-030-92003,1579.67,2024-06-12,Check
PMT-00138,Vertex Travel Services,INV-049-53986,4829.93,2024-06-12,Card
PMT-00533,Coastal Freight,INV-010-85840,2784.35,2024-06-12,Wire
PMT-00236,Blue Ridge Utilities,INV-004-86808,277.01,2024-06-13,ACH
PMT-00235,Cascade Freight,INV-006-30446,494.31,2024-06-13,Card
PMT-00504,Blue Ridge Analytics,INV-002-59792,162.4,2024-06-14,ACH
PMT-00828,Cascade Office Solutions,INV-007-87486,668.03,2024-06-14,ACH
PMT-00471,Coastal Freight,INV-010-62110,5192.07,2024-06-15,ACH
PMT-00641,Cascade Catering,INV-005-61284,4614.12,2024-06-15,Card
PMT-00665,Northgate Travel Services,INV-031-15638,439.71,2024-06-15,Check
PMT-00056,Vertex Staffing Solutions,INV-048-81920,246.63,2024-06-15,ACH
PMT-00161,Pinehurst Office Solutions,INV-035-33787,1562.26,2024-06-15,Check
PMT-00673,Cascade Telecom,INV-008-60658,1499.88,2024-06-16,Wire
PMT-00518,Blue Ridge Insurance Group,INV-003-26449,1451.45,2024-06-16,Check
PMT-00045,Beacon Maintenance Corp,INV-001-10620,648.15,2024-06-16,ACH
PMT-00775,Vertex Travel Services,INV-049-26534,791.15,2024-06-17,Check
PMT-00692,Cascade Catering,INV-005-25835,865.79,2024-06-17,ACH
PMT-00130,Lumen Maintenance Corp,INV-026-15553,10315.71,2024-06-18,ACH
PMT-00491,Vantage Supply Co.,INV-045-49035,9583.73,2024-06-19,Check
PMT-00558,Highland Staffing Solutions,INV-021-24645,1458.4,2024-06-20,Wire
PMT-00477,Lumen Utilities,INV-028-89453,1521.24,2024-06-20,ACH
PMT-00745,Northgate Catering,INV-030-50321,1240.7,2024-06-20,Check
PMT-00698,Crestview Legal Services,INV-014-64442,1405.51,2024-06-20,Check
PMT-00095,Northgate Travel Services,INV-031-80748,1054.17,2024-06-21,Card
PMT-00007,Pinehurst Office Solutions,INV-035-32312,2731.17,2024-06-21,ACH
PMT-00192,Beacon Maintenance Corp,INV-001-56804,343.17,2024-06-22,Wire
PMT-00786,Crestview Landscaping,INV-013-64647,208.03,2024-06-23,ACH
PMT-00663,Harbor IT Services,INV-018-45784,275.01,2024-06-23,ACH
PMT-00820,Beacon Logistics,INV-000-55735,2422.5,2024-06-23,ACH
PMT-00725,Silverline Office Solutions,INV-040-64613,2763.63,2024-06-23,Wire
PMT-00571,Northgate Catering,INV-030-97776,405.81,2024-06-24,Check
PMT-00599,Harbor Office Solutions,INV-019-72191,792.86,2024-06-24,ACH
PMT-00284,Cascade Travel Services,INV-009-95989,2312.59,2024-06-25,ACH
PMT-00211,Lumen Maintenance Corp,INV-026-81357,2791.25,2024-06-26,Card
PMT-00550,Lumen Utilities,INV-028-26675,836.39,2024-06-26,ACH
PMT-00315,Ironclad Staffing Solutions,INV-023-29359,1106.15,2024-06-27,ACH
PMT-00517,Harbor IT Services,INV-018-65044,2345.57,2024-06-27,ACH
PMT-00875,Cascade Freight,INV-006-74341,9969.26,2024-06-27,Wire
PMT-00876,Cascade Freight,INV-006-72607,9239.12,2024-06-27,Wire
PMT-00650,Lumen Telecom,INV-027-37762,579.71,2024-06-28,ACH
PMT-00833,Lumen Maintenance Corp,INV-026-22640,413.26,2024-06-29,Wire
PMT-00542,Silverline Office Solutions,INV-040-22610,501.44,2024-06-29,ACH
PMT-00874,Cascade Freight,INV-006-17483,9213.0,2024-06-30,Check
PMT-00473,Pinehurst Landscaping,INV-034-65884,2062.0,2024-07-01,Check
PMT-00591,Cascade Freight,INV-006-39456,10224.63,2024-07-01,ACH
PMT-00850,Meridian Travel Services,INV-029-54765,694.21,2024-07-01,ACH
PMT-00576,Cobalt Utilities,INV-012-67709,333.29,2024-07-02,ACH
PMT-00859,Silverline Office Solutions,INV-040-64613,2763.63,2024-07-02,Card
PMT-00762,Lumen Utilities,INV-028-36652,553.13,2024-07-02,ACH
PMT-00805,Vertex Travel Services,INV-049-18148,1680.0,2024-07-02,Check
PMT-00727,Meridian Travel Services,INV-029-91306,739.25,2024-07-02,ACH
PMT-00790,Northgate Travel Services,INV-031-24476,615.97,2024-07-03,ACH
PMT-00502,Vantage Consulting Group,INV-044-76231,5070.72,2024-07-03,ACH
PMT-00069,Ironclad Equipment Rental,INV-022-30906,301.56,2024-07-04,ACH
PMT-00649,Vantage Supply Co.,INV-045-50826,1129.92,2024-07-04,Wire
PMT-00262,Crestview Legal Services,INV-014-59503,3255.91,2024-07-04,ACH
PMT-00370,Blue Ridge Utilities,INV-004-81895,1678.9,2024-07-04,ACH
PMT-00842,Northgate Catering,INV-030-94944,488.55,2024-07-04,ACH
PMT-00228,Coastal Freight,INV-010-51687,620.76,2024-07-05,Card
PMT-00628,Lumen Telecom,INV-027-92671,290.63,2024-07-05,Wire
PMT-00666,Union Cleaning Services,INV-043-92708,599.07,2024-07-05,ACH
PMT-00300,Lumen Maintenance Corp,INV-026-74977,719.64,2024-07-07,Card
PMT-00545,Crestview Landscaping,INV-013-91223,792.71,2024-07-08,ACH
PMT-00065,Crestview Landscaping,INV-013-28462,6333.05,2024-07-08,Check
PMT-00506,Northgate Catering,INV-030-79577,1561.03,2024-07-08,Wire
PMT-00379,Silverline Utilities,INV-041-85644,1888.42,2024-07-09,ACH
PMT-00038,Ironclad Equipment Rental,INV-022-95189,12274.55,2024-07-10,ACH
PMT-00092,Vertex Analytics,INV-046-53798,321.84,2024-07-11,ACH
PMT-00079,Falcon Facilities Management,INV-015-61411,712.29,2024-07-11,ACH
PMT-00002,Vantage Supply Co.,INV-045-32605,1402.98,2024-07-13,ACH
PMT-00683,Lumen Maintenance Corp,INV-026-32935,1549.68,2024-07-13,ACH
PMT-00734,Northgate Catering,INV-030-83774,355.21,2024-07-13,ACH
PMT-00643,Crestview Landscaping,INV-013-98116,1021.85,2024-07-13,Check
PMT-00014,Ironclad Equipment Rental,INV-022-54894,3133.62,2024-07-14,Card
PMT-00269,Falcon Supply Co.,INV-016-54783,15396.29,2024-07-14,ACH
PMT-00801,Crestview Landscaping,INV-013-71933,18740.57,2024-07-14,Card
PMT-00830,Pinehurst Security Systems,INV-036-27740,531.18,2024-07-15,ACH
PMT-00075,Beacon Maintenance Corp,INV-001-94392,2030.41,2024-07-15,Check
PMT-00751,Vantage Consulting Group,INV-044-35188,593.51,2024-07-16,Card
PMT-00200,Meridian Travel Services,INV-029-78388,623.83,2024-07-17,ACH
PMT-00294,Meridian Travel Services,INV-029-56840,1019.11,2024-07-17,Wire
PMT-00080,Falcon Facilities Management,INV-015-61368,264.81,2024-07-18,ACH
PMT-00325,Lumen Maintenance Corp,INV-026-12470,288.81,2024-07-18,ACH
PMT-00531,Harbor Travel Services,INV-020-20691,853.44,2024-07-18,ACH
PMT-00127,Crestview Landscaping,INV-013-26836,2810.57,2024-07-18,Card
PMT-00722,Redwood Cleaning Services,INV-037-91083,5881.3,2024-07-18,Check
PMT-00132,Falcon Supply Co.,INV-016-26660,1154.49,2024-07-19,Check
PMT-00682,Lumen Catering,INV-024-33797,440.77,2024-07-20,Check
PMT-00743,Harbor IT Services,INV-018-75359,645.77,2024-07-21,ACH
PMT-00393,Silverline Utilities,INV-041-57683,741.53,2024-07-22,Card
PMT-00022,Meridian Travel Services,INV-029-87671,1913.29,2024-07-22,Wire
PMT-00823,Vertex Staffing Solutions,INV-048-87709,6993.8,2024-07-22,ACH
PMT-00153,Cascade Office Solutions,INV-007-63204,1894.14,2024-07-23,Check
PMT-00544,Pinehurst Landscaping,INV-034-12270,1927.34,2024-07-24,Check
PMT-00735,Silverline Office Solutions,INV-040-85585,318.23,2024-07-25,Card
PMT-00436,Crestview Legal Services,INV-014-60581,4486.02,2024-07-25,ACH
PMT-00796,Lumen Maintenance Corp,INV-026-54227,2587.21,2024-07-26,Wire
PMT-00314,Falcon Facilities Management,INV-015-82332,3845.75,2024-07-27,ACH
PMT-00042,Northgate Travel Services,INV-031-45957,751.59,2024-07-28,Wire
PMT-00614,Meridian Travel Services,INV-029-31241,1056.11,2024-07-29,ACH
PMT-00318,Northgate Travel Services,INV-031-46756,797.38,2024-07-29,Check
PMT-00585,Lumen Catering,INV-024-96401,6109.69,2024-07-29,ACH
PMT-00886,Cascade Telecom,INV-008-90492,9604.43,2024-07-31,Wire
PMT-00697,Redwood Cleaning Services,INV-037-70890,2415.57,2024-07-31,ACH
PMT-00667,Vertex Staffing Solutions,INV-048-33422,993.36,2024-08-01,ACH
PMT-00707,Meridian Travel Services,INV-029-77738,935.25,2024-08-01,ACH
PMT-00419,Northgate Travel Services,INV-031-68626,958.76,2024-08-01,ACH
PMT-00216,Beacon Maintenance Corp,INV-001-21886,152.09,2024-08-01,ACH
PMT-00807,Vertex Travel Services,INV-049-91637,2369.81,2024-08-02,ACH
PMT-00431,Vertex Staffing Solutions,INV-048-45931,3446.8,2024-08-02,ACH
PMT-00670,Vantage Consulting Group,INV-044-91379,647.59,2024-08-02,Card
PMT-00749,Pinehurst Landscaping,INV-034-88548,108.43,2024-08-03,ACH
PMT-00767,Union Cleaning Services,INV-043-91572,1415.14,2024-08-03,ACH
PMT-00714,Vertex Analytics,INV-046-46690,1440.4,2024-08-04,ACH
PMT-00124,Falcon Supply Co.,INV-016-77179,13613.2,2024-08-04,Check
PMT-00818,Harbor Office Solutions,INV-019-91073,4667.64,2024-08-04,Wire
PMT-00847,Redwood Cleaning Services,INV-037-85797,1010.32,2024-08-04,ACH
PMT-00885,Cascade Telecom,INV-008-44853,9143.32,2024-08-05,Card
PMT-00108,Beacon Maintenance Corp,INV-001-79441,2239.45,2024-08-05,ACH
PMT-00448,Vantage Consulting Group,INV-044-54726,345.06,2024-08-05,ACH
PMT-00050,Cascade Travel Services,INV-009-50913,1626.94,2024-08-05,ACH
PMT-00015,Silverline Utilities,INV-041-72915,1547.25,2024-08-07,ACH
PMT-00626,Silverline Office Solutions,INV-040-31911,252.45,2024-08-07,Card
PMT-00838,Union Cleaning Services,INV-043-85850,7093.58,2024-08-07,Wire
PMT-00600,Lumen Utilities,INV-028-16148,4839.16,2024-08-07,ACH
PMT-00837,Falcon Facilities Management,INV-015-78351,766.01,2024-08-07,ACH
PMT-00468,Vertex Analytics,INV-046-38724,1087.51,2024-08-08,ACH
PMT-00710,Union Cleaning Services,INV-043-87656,1406.77,2024-08-08,Card
PMT-00884,Vertex Travel Services,INV-049-55387,9205.44,2024-08-08,Check
PMT-00492,Vertex Software Inc.,INV-047-79815,1188.56,2024-08-08,ACH
PMT-00621,Cascade Travel Services,INV-009-65588,501.24,2024-08-09,Card
PMT-00519,Vertex Travel Services,INV-049-24002,7402.49,2024-08-09,ACH
PMT-00070,Harbor Equipment Rental,INV-017-24084,2273.27,2024-08-09,Check
PMT-00322,Coastal Freight,INV-010-12615,181.93,2024-08-09,ACH
PMT-00052,Highland Staffing Solutions,INV-021-98585,4272.37,2024-08-10,ACH
PMT-00853,Silverline Utilities,INV-041-72915,1547.25,2024-08-10,Card
PMT-00084,Harbor IT Services,INV-018-71203,1386.58,2024-08-10,Card
PMT-00324,Lumen Cleaning Services,INV-025-76498,618.5,2024-08-10,ACH
PMT-00346,Cascade Travel Services,INV-009-18940,249.0,2024-08-10,Check
PMT-00241,Beacon Logistics,INV-000-28006,1928.56,2024-08-11,Check
PMT-00209,Union Cleaning Services,INV-043-45689,4501.6,2024-08-11,ACH
PMT-00608,Cascade Telecom,INV-008-20405,192.25,2024-08-12,Card
PMT-00882,Vertex Travel Services,INV-049-74868,9977.14,2024-08-12,Wire
PMT-00391,Falcon Facilities Management,INV-015-28298,894.48,2024-08-12,Wire
PMT-00364,Crestview Landscaping,INV-013-45901,7768.58,2024-08-13,Check
PMT-00883,Vertex Travel Services,INV-049-92315,9187.03,2024-08-13,Card
PMT-00464,Lumen Catering,INV-024-96752,3614.94,2024-08-13,ACH
PMT-00181,Meridian Travel Services,INV-029-96845,946.86,2024-08-13,Check
PMT-00384,Northgate Travel Services,INV-031-29941,2014.59,2024-08-13,Check
PMT-00690,Harbor Office Solutions,INV-019-98127,1627.83,2024-08-13,ACH
PMT-00557,Vantage Supply Co.,INV-045-36069,670.81,2024-08-14,Card
PMT-00375,Crestview Legal Services,INV-014-58091,269.52,2024-08-14,ACH
PMT-00223,Blue Ridge Utilities,INV-004-56205,930.22,2024-08-14,Check
PMT-00059,Lumen Telecom,INV-027-95555,2308.59,2024-08-14,Check
PMT-00478,Cascade Telecom,INV-008-36089,1087.51,2024-08-15,Check
PMT-00870,Cascade Catering,INV-005-91900,9490.51,2024-08-16,Check
PMT-00871,Cascade Catering,INV-005-46829,9143.11,2024-08-16,Wire
PMT-00214,Pinehurst Facilities Management,INV-033-97503,5540.25,2024-08-16,ACH
PMT-00451,Vertex Analytics,INV-046-10292,784.08,2024-08-17,Wire
PMT-00719,Redwood Marketing Partners,INV-038-52039,442.74,2024-08-17,ACH
PMT-00654,Beacon Maintenance Corp,INV-001-43251,1452.95,2024-08-17,ACH
PMT-00333,Cascade Catering,INV-005-54094,3011.09,2024-08-18,Wire
PMT-00623,Cascade Office Solutions,INV-007-67933,3778.89,2024-08-18,ACH
PMT-00409,Vertex Staffing Solutions,INV-048-68453,5307.57,2024-08-19,ACH
PMT-00685,Silverline Waste Management,INV-042-11052,706.98,2024-08-20,Wire
PMT-00532,Redwood Cleaning Services,INV-037-80719,18042.96,2024-08-20,ACH
PMT-00809,Northgate Travel Services,INV-031-20785,5238.54,2024-08-21,Check
PMT-00688,Redwood Cleaning Services,INV-037-25654,553.13,2024-08-22,ACH
PMT-00332,Crestview Legal Services,INV-014-13294,746.78,2024-08-22,Check
PMT-00784,Harbor Travel Services,INV-020-95658,5431.54,2024-08-23,ACH
PMT-00525,Harbor IT Services,INV-018-23636,209.99,2024-08-23,ACH
PMT-00401,Pinehurst Facilities Management,INV-033-76773,461.69,2024-08-23,ACH
PMT-00190,Falcon Supply Co.,INV-016-16115,659.18,2024-08-23,Check
PMT-00395,Silverline Office Solutions,INV-040-45573,809.39,2024-08-24,ACH
PMT-00404,Pinehurst Cleaning Services,INV-032-48993,480.62,2024-08-24,Check
PMT-00443,Lumen Telecom,INV-027-51722,10264.86,2024-08-25,ACH
PMT-00150,Vantage Consulting Group,INV-044-21930,1388.5,2024-08-25,Card
PMT-00208,Crestview Landscaping,INV-013-90300,1618.1,2024-08-25,ACH
PMT-00724,Crestview Legal Services,INV-014-36115,267.79,2024-08-26,ACH
PMT-00347,Ironclad Equipment Rental,INV-022-72393,1643.21,2024-08-26,ACH
PMT-00220,Redwood Marketing Partners,INV-038-19450,134.55,2024-08-27,ACH
PMT-00480,Highland Staffing Solutions,INV-021-55881,164.15,2024-08-27,ACH
PMT-00676,Ironclad Equipment Rental,INV-022-73283,7818.77,2024-08-27,Card
PMT-00178,Blue Ridge Insurance Group,INV-003-82788,1538.32,2024-08-28,ACH
PMT-00742,Northgate Catering,INV-030-44126,5698.04,2024-08-28,Card
PMT-00534,Harbor Office Solutions,INV-019-39606,1503.25,2024-08-29,Check
PMT-00090,Coastal Legal Services,INV-011-20705,1177.88,2024-08-29,ACH
PMT-00430,Cascade Catering,INV-005-73739,796.27,2024-08-30,Wire
PMT-00799,Crestview Landscaping,INV-013-25417,1336.79,2024-08-30,ACH
PMT-00185,Harbor Office Solutions,INV-019-82567,1845.13,2024-08-30,ACH
PMT-00748,Silverline Freight,INV-039-37653,935.23,2024-08-30,Wire
PMT-00156,Northgate Travel Services,INV-031-75203,944.21,2024-08-31,ACH
PMT-00345,Vantage Consulting Group,INV-044-36621,2418.5,2024-08-31,Check
PMT-00041,Cascade Office Solutions,INV-007-15923,4727.18,2024-08-31,Check
PMT-00475,Harbor Travel Services,INV-020-52882,969.49,2024-09-01,Wire
PMT-00257,Ironclad Equipment Rental,INV-022-77930,3084.09,2024-09-01,Wire
PMT-00217,Pinehurst Security Systems,INV-036-26953,747.23,2024-09-02,ACH
PMT-00572,Northgate Catering,INV-030-72123,446.06,2024-09-02,Check
PMT-00577,Pinehurst Security Systems,INV-036-83436,11318.95,2024-09-02,ACH
PMT-00849,Pinehurst Office Solutions,INV-035-69740,653.69,2024-09-02,ACH
PMT-00433,Silverline Waste Management,INV-042-44377,264.36,2024-09-03,ACH
PMT-00543,Cascade Telecom,INV-008-11419,1961.49,2024-09-03,ACH
PMT-00396,Vertex Staffing Solutions,INV-048-41564,447.5,2024-09-04,Wire
PMT-00100,Vertex Travel Services,INV-049-24263,1541.73,2024-09-04,Check
PMT-00523,Pinehurst Security Systems,INV-036-73128,2440.01,2024-09-05,ACH
PMT-00914,Pinehurst Cleaning Services,INV-032-17075,480.62,2024-09-05,Card
PMT-00307,Ironclad Staffing Solutions,INV-023-97775,1051.53,2024-09-06,Check
PMT-00788,Vertex Software Inc.,INV-047-82351,291.91,2024-09-06,ACH
PMT-00306,Lumen Utilities,INV-028-14495,648.87,2024-09-07,ACH
PMT-00423,Cascade Telecom,INV-008-46679,2147.92,2024-09-09,Check
PMT-00479,Beacon Logistics,INV-000-51771,870.81,2024-09-09,ACH
PMT-00696,Pinehurst Landscaping,INV-034-76762,270.25,2024-09-09,ACH
PMT-00427,Pinehurst Office Solutions,INV-035-42195,2771.92,2024-09-09,ACH
PMT-00278,Cobalt Utilities,INV-012-67832,7547.08,2024-09-10,Check
PMT-00168,Falcon Supply Co.,INV-016-14325,275.72,2024-09-11,Wire
PMT-00317,Silverline Office Solutions,INV-040-72824,1406.27,2024-09-11,Check
PMT-00442,Redwood Cleaning Services,INV-037-64463,9449.14,2024-09-11,Check
PMT-00135,Pinehurst Landscaping,INV-034-89004,6953.89,2024-09-12,Wire
PMT-00359,Northgate Catering,INV-030-98037,3023.48,2024-09-13,Check
PMT-00624,Beacon Logistics,INV-000-65778,1914.57,2024-09-14,Check
PMT-00757,Cascade Travel Services,INV-009-46769,244.0,2024-09-14,Check
PMT-00466,Pinehurst Landscaping,INV-034-38757,78.96,2024-09-14,ACH
PMT-00631,Pinehurst Cleaning Services,INV-032-50622,325.37,2024-09-14,Card
PMT-00535,Ironclad Equipment Rental,INV-022-81695,408.2,2024-09-15,ACH
PMT-00768,Harbor Office Solutions,INV-019-92042,250.07,2024-09-15,ACH
PMT-00167,Harbor Equipment Rental,INV-017-17854,436.05,2024-09-16,ACH
PMT-00524,Falcon Supply Co.,INV-016-39325,669.08,2024-09-16,ACH
PMT-00839,Silverline Freight,INV-039-30101,2003.04,2024-09-17,Check
PMT-00104,Union Cleaning Services,INV-043-77369,2038.68,2024-09-17,ACH
PMT-00559,Harbor Office Solutions,INV-019-66872,951.99,2024-09-17,ACH
PMT-00195,Crestview Landscaping,INV-013-14161,3125.25,2024-09-17,ACH
PMT-00771,Silverline Waste Management,INV-042-33305,1100.29,2024-09-17,ACH
PMT-00051,Vertex Software Inc.,INV-047-17841,460.67,2024-09-18,Check
PMT-00610,Silverline Utilities,INV-041-87616,4100.5,2024-09-19,Check
PMT-00166,Silverline Office Solutions,INV-040-67845,4393.93,2024-09-19,Check
PMT-00335,Lumen Telecom,INV-027-64153,606.65,2024-09-20,ACH
PMT-00527,Lumen Catering,INV-024-59052,2225.92,2024-09-20,ACH
PMT-00247,Cascade Catering,INV-005-51281,726.2,2024-09-20,Card
PMT-00103,Vertex Staffing Solutions,INV-048-33997,143.02,2024-09-20,Check
PMT-00082,Falcon Supply Co.,INV-016-18987,12282.62,2024-09-21,ACH
PMT-00237,Blue Ridge Insurance Group,INV-003-96580,3583.84,2024-09-21,ACH
PMT-00844,Vantage Supply Co.,INV-045-89799,1966.75,2024-09-21,Wire
PMT-00210,Coastal Freight,INV-010-17108,73.43,2024-09-21,Wire
PMT-00145,Northgate Travel Services,INV-031-59035,568.5,2024-09-21,ACH
PMT-00334,Cobalt Utilities,INV-012-35456,976.27,2024-09-21,Check
PMT-00155,Blue Ridge Insurance Group,INV-003-39511,421.61,2024-09-22,Wire
PMT-00005,Blue Ridge Utilities,INV-004-27899,1028.49,2024-09-22,Check
PMT-00352,Silverline Freight,INV-039-71429,272.91,2024-09-22,ACH
PMT-00578,Crestview Legal Services,INV-014-63003,1711.61,2024-09-23,Wire
PMT-00043,Beacon Logistics,INV-000-60076,4805.73,2024-09-23,ACH
PMT-00123,Lumen Cleaning Services,INV-025-62397,908.07,2024-09-23,ACH
PMT-00383,Northgate Catering,INV-030-15553,1980.8,2024-09-23,Check
PMT-00776,Harbor IT Services,INV-018-56662,1882.1,2024-09-24,Check
PMT-00769,Harbor Travel Services,INV-020-58918,1405.72,2024-09-24,Check
PMT-00574,Harbor Travel Services,INV-020-55493,999.53,2024-09-25,Check
PMT-00679,Harbor Equipment Rental,INV-017-32878,1977.34,2024-09-25,ACH
PMT-00699,Vantage Consulting Group,INV-044-73064,3438.88,2024-09-26,Check
PMT-00505,Lumen Utilities,INV-028-99826,481.39,2024-09-26,Card
PMT-00646,Lumen Telecom,INV-027-49730,8978.29,2024-09-26,ACH
PMT-00548,Lumen Utilities,INV-028-47236,856.64,2024-09-27,Check
PMT-00093,Harbor Travel Services,INV-020-33645,752.73,2024-09-27,Wire
PMT-00169,Silverline Utilities,INV-041-23021,706.32,2024-09-27,Wire
PMT-00106,Harbor Travel Services,INV-020-82358,6120.17,2024-09-27,Wire
PMT-00629,Harbor IT Services,INV-018-37123,714.49,2024-09-28,ACH
PMT-00287,Harbor IT Services,INV-018-93002,511.63,2024-09-28,Card
PMT-00595,Cascade Telecom,INV-008-39487,694.92,2024-09-28,ACH
PMT-00633,Vertex Software Inc.,INV-047-48485,2128.72,2024-09-30,ACH
PMT-00243,Lumen Maintenance Corp,INV-026-80841,2203.06,2024-09-30,Wire
PMT-00381,Cascade Office Solutions,INV-007-13768,528.17,2024-09-30,ACH
