po_id,approved
PO-01749,True
PO-01750,True
PO-01751,True
PO-01752,True
PO-01753,True
PO-01754,True
PO-01755,True
PO-01756,True
PO-01757,True
PO-01758,True
PO-01759,True
PO-01760,True
PO-01761,True
PO-01762,True
PO-01763,True
PO-01764,True
PO-01765,True
PO-01766,True
PO-01767,True
PO-01768,True
PO-01769,True
PO-01770,True
PO-01771,True
PO-01772,True
PO-01773,True
PO-01774,True
PO-01775,True
PO-01776,True
PO-01777,True
PO-01778,True
PO-01779,True
PO-01780,True
PO-01781,True
PO-01782,True
PO-01783,True
PO-01784,True
PO-01785,True
PO-01786,True
PO-01787,True
PO-01788,True
PO-01789,True
PO-01790,True
PO-01791,True
PO-01792,True
PO-01793,True
PO-01794,True
PO-01795,True
PO-01796,True
PO-01797,True
PO-01798,True
PO-01799,True
PO-01800,True
PO-01801,False
PO-01802,True
PO-01803,True
PO-01804,True
PO-01805,True
PO-01806,True
PO-01807,True
PO-01808,True
PO-01809,True
PO-01810,True
PO-01811,True
PO-01812,True
PO-01813,True
PO-01814,True
PO-01815,True
PO-01816,True
PO-01817,True
PO-01818,True
PO-01819,True
PO-01820,True
PO-01821,True
PO-01822,True
PO-01823,True
PO-01824,True
PO-01825,True
PO-01826,True
PO-01827,True
PO-01828,True
PO-01829,True
PO-01830,True
PO-01831,True
PO-01832,True
PO-01833,True
PO-01834,True
PO-01835,True
PO-01836,True
PO-01837,True
PO-01838,True
PO-01839,True
PO-01840,True
PO-01841,True
PO-01842,True
PO-01843,True
PO-01844,True
PO-01845,True
PO-01846,True
PO-01847,True
PO-01848,True
PO-01849,True
PO-01850,True
PO-01851,True
PO-01852,True
PO-01853,True
PO-01854,True
PO-01855,True
PO-01856,True
PO-01857,True
PO-01858,True
PO-01859,False
PO-01860,True
PO-01861,True
PO-01862,True
PO-01863,True
PO-01864,True
PO-01865,True
PO-01866,True
PO-01867,False
PO-01868,True
PO-01869,True
PO-01870,True
PO-01871,True
PO-01872,False
PO-01873,True
PO-01874,True
PO-01875,True
PO-01876,True
PO-01877,True
PO-01878,True
PO-01879,True
PO-01880,True
PO-01881,True
PO-01882,True
PO-01883,True
PO-01884,True
PO-01885,True
PO-01886,True
PO-01887,True
PO-01888,True
PO-01889,True
PO-01890,True
PO-01891,True
PO-01892,True
PO-01893,True
PO-01894,True
PO-01895,True
PO-01896,True
PO-01897,True
PO-01898,True
PO-01899,True
PO-01900,True
PO-01901,True
PO-01902,True
PO-01903,True
PO-01904,True
PO-01905,True
PO-01906,True
PO-01907,True
PO-01908,True
PO-01909,True
PO-01910,True
PO-01911,True
PO-01912,True
PO-01913,True
PO-01914,True
PO-01915,True
PO-01916,True
PO-01917,True
PO-01918,True
PO-01919,True
PO-01920,True
PO-01921,True
PO-01922,True
PO-01923,True
PO-01924,True
PO-01925,True
PO-01926,True
PO-01927,True
PO-01928,True
PO-01929,False
PO-01930,True
PO-01931,True
PO-01932,True
PO-01933,True
PO-01934,True
PO-01935,True
PO-01936,False
PO-01937,True
PO-01938,True
PO-01939,True
PO-01940,True
PO-01941,True
PO-01942,True
PO-01943,True
PO-01944,True
PO-01945,True
PO-01946,True
PO-01947,True
PO-01948,True
PO-01949,True
PO-01950,True
PO-01951,True
PO-01952,True
PO-01953,True
PO-01954,True
PO-01955,True
PO-01956,True
PO-01957,True
PO-01958,True
PO-01959,True
PO-01960,True
PO-01961,True
PO-01962,True
PO-01963,True
PO-01964,True
PO-01965,True
PO-01966,True
PO-01967,True
PO-01968,True
PO-01969,True
PO-01970,True
PO-01971,True
PO-01972,True
PO-01973,True
PO-01974,True
PO-01975,True
PO-01976,True
PO-01977,True
PO-01978,True
PO-01979,True
PO-01980,True
PO-01981,True
PO-01982,True
PO-01983,True
PO-01984,True
PO-01985,True
PO-01986,True
PO-01987,True
PO-01988,True
PO-01989,True
PO-01990,True
PO-01991,True
PO-01992,True
PO-01993,True
PO-01994,True
PO-01995,True
PO-01996,True
PO-01997,True
PO-01998,True
PO-01999,True
PO-02000,True
PO-02001,True
PO-02002,True
PO-02003,True
PO-02004,True
PO-02005,True
PO-02006,True
PO-02007,True
PO-02008,True
PO-02009,False
PO-02010,True
PO-02011,True
PO-02012,True
PO-02013,True
PO-02014,True
PO-02015,True
PO-02016,True
PO-02017,True
PO-02018,True
PO-02019,True
PO-02020,True
PO-02021,True
PO-02022,True
PO-02023,True
PO-02024,True
PO-02025,True
PO-02026,True
PO-02027,True
PO-02028,True
PO-02029,True
PO-02030,True
PO-02031,True
PO-02032,True
PO-02033,True
PO-02034,True
PO-02035,True
PO-02036,True
PO-02037,True
PO-02038,True
PO-02039,True
PO-02040,True
PO-02041,True
PO-02042,True
PO-02043,True
PO-02044,True
PO-02045,True
PO-02046,True
PO-02047,True
PO-02048,True
PO-02049,True
PO-02050,True
PO-02051,True
PO-02052,True
PO-02053,True
PO-02054,True
PO-02055,True
PO-02056,True
PO-02057,True
PO-02058,True
PO-02059,True
PO-02060,True
PO-02061,True
PO-02062,True
PO-02063,False
PO-02064,True
PO-02065,True
PO-02066,True
PO-02067,True
PO-02068,True
PO-02069,True
PO-02070,True
PO-02071,True
PO-02072,True
PO-02073,True
PO-02074,True
PO-02075,True
PO-02076,True
PO-02077,True
PO-02078,True
PO-02079,True
PO-02080,True
PO-02081,True
PO-02082,True
PO-02083,True
PO-02084,True
PO-02085,True
PO-02086,True
PO-02087,True
PO-02088,True
PO-02089,True
PO-02090,True
PO-02091,True
PO-02092,True
PO-02093,True
PO-02094,True
PO-02095,True
PO-02096,True
PO-02097,True
PO-02098,True
PO-02099,True
PO-02100,True
PO-02101,True
PO-02102,True
PO-02103,True
PO-02104,True
PO-02105,True
PO-02106,True
PO-02107,True
PO-02108,True
PO-02109,True
PO-02110,True
PO-02111,True
PO-02112,True
PO-02113,True
PO-02114,True
PO-02115,True
PO-02116,True
PO-02117,True
PO-02118,True
PO-02119,True
PO-02120,True
PO-02121,True
PO-02122,True
PO-02123,True
PO-02124,True
PO-02125,True
PO-02126,True
PO-02127,True
PO-02128,True
PO-02129,True
PO-02130,True
PO-02131,True
PO-02132,True
PO-02133,True
PO-02134,True
PO-02135,True
PO-02136,True
PO-02137,True
PO-02138,True
PO-02139,True
PO-02140,True
PO-02141,True
PO-02142,True
PO-02143,True
PO-02144,True
PO-02145,True
PO-02146,True
PO-02147,True
PO-02148,True
PO-02149,True
PO-02150,True
PO-02151,True
PO-02152,True
PO-02153,True
PO-02154,True
PO-02155,True
PO-02156,True
PO-02157,True
PO-02158,True
PO-02159,True
PO-02160,True
PO-02161,True
PO-02162,True
PO-02163,True
PO-02164,True
PO-02165,True
PO-02166,True
PO-02167,True
PO-02168,True
PO-02169,True
PO-02170,True
PO-02171,True
PO-02172,True
PO-02173,True
PO-02174,True
PO-02175,True
PO-02176,True
PO-02177,True
PO-02178,True
PO-02179,True
PO-02180,True
PO-02181,True
PO-02182,True
PO-02183,True
PO-02184,True
PO-02185,True
PO-02186,True
PO-02187,False
PO-02188,True
PO-02189,True
PO-02190,True
PO-02191,True
PO-02192,True
PO-02193,True
PO-02194,True
PO-02195,True
PO-02196,True
PO-02197,True
PO-02198,True
PO-02199,True
PO-02200,True
PO-02201,True
PO-02202,True
PO-02203,True
PO-02204,True
PO-02205,True
PO-02206,True
PO-02207,True
PO-02208,True
PO-02209,True
PO-02210,True
PO-02211,True
PO-02212,True
PO-02213,True
PO-02214,True
PO-02215,True
PO-02216,True
PO-02217,True
PO-02218,True
PO-02219,True
PO-02220,True
PO-02221,True
PO-02222,True
PO-02223,True
PO-02224,True
PO-02225,True
PO-02226,True
PO-02227,True
PO-02228,True
PO-02229,True
PO-02230,True
PO-02231,True
PO-02232,True
PO-02233,True
PO-02234,True
PO-02235,True
PO-02236,True
PO-02237,True
PO-02238,True
PO-02239,True
PO-02240,True
PO-02241,True
PO-02242,True
PO-02243,True
PO-02244,False
PO-02245,False
PO-02246,True
PO-02247,True
PO-02248,True
PO-02249,True
PO-02250,True
PO-02251,True
PO-02252,True
PO-02253,True
PO-02254,True
PO-02255,True
PO-02256,True
PO-02257,True
PO-02258,True
PO-02259,True
PO-02260,True
PO-02261,True
PO-02262,True
PO-02263,True
PO-02264,True
PO-02265,True
PO-02266,True
PO-02267,True
PO-02268,True
PO-02269,True
PO-02270,True
PO-02271,True
PO-02272,True
PO-02273,True
PO-02274,True
PO-02275,True
PO-02276,True
PO-02277,True
PO-02278,True
PO-02279,True
PO-02280,True
PO-02281,True
PO-02282,True
PO-02283,True
PO-02284,True
PO-02285,True
PO-02286,True
PO-02287,False
PO-02288,True
PO-02289,True
PO-02290,True
PO-02291,True
PO-02292,True
PO-02293,True
PO-02294,True
PO-02295,True
PO-02296,True
PO-02297,True
PO-02298,True
PO-02299,True
PO-02300,True
PO-02301,True
PO-02302,True
PO-02303,True
PO-02304,True
PO-02305,True
PO-02306,True
PO-02307,True
PO-02308,True
PO-02309,True
PO-02310,True
PO-02311,True
PO-02312,True
PO-02313,True
PO-02314,True
PO-02315,True
PO-02316,True
PO-02317,True
PO-02318,True
PO-02319,True
PO-02320,True
PO-02321,True
PO-02322,True
PO-02323,True
PO-02324,True
PO-02325,True
PO-02326,True
PO-02327,True
PO-02328,True
PO-02329,True
PO-02330,True
PO-02331,True
PO-02332,True
PO-02333,True
PO-02334,True
PO-02335,True
PO-02336,True
PO-02337,True
PO-02338,True
PO-02339,True
PO-02340,True
PO-02341,True
PO-02342,True
PO-02343,True
PO-02344,True
PO-02345,True
PO-02346,True
PO-02347,True
PO-02348,True
PO-02349,True
PO-02350,True
PO-02351,True
PO-02352,True
PO-02353,True
PO-02354,True
PO-02355,True
PO-02356,True
PO-02357,True
PO-02358,True
PO-02359,True
PO-02360,True
PO-02361,True
PO-02362,True
PO-02363,True
PO-02364,True
PO-02365,True
PO-02366,True
PO-02367,True
PO-02368,True
PO-02369,True
PO-02370,True
PO-02371,True
PO-02372,True
PO-02373,True
PO-02374,True
PO-02375,True
PO-02376,True
PO-02377,False
PO-02378,True
PO-02379,True
PO-02380,True
PO-02381,True
PO-02382,True
PO-02383,True
PO-02384,True
PO-02385,True
PO-02386,True
PO-02387,True
PO-02388,True
PO-02389,True
PO-02390,True
PO-02391,True
PO-02392,True
PO-02393,True
PO-02394,True
PO-02395,True
PO-02396,True
PO-02397,True
PO-02398,True
PO-02399,True
PO-02400,True
PO-02401,True
PO-02402,True
PO-02403,True
PO-02404,True
PO-02405,True
PO-02406,True
PO-02407,True
PO-02408,True
PO-02409,True
PO-02410,True
PO-02411,True
PO-02412,True
PO-02413,True
PO-02414,True
PO-02415,True
PO-02416,True
PO-02417,True
PO-02418,True
PO-02419,True
PO-02420,True
PO-02421,True
PO-02422,True
PO-02423,True
PO-02424,True
PO-02425,True
PO-02426,True
PO-02427,True
PO-02428,True
PO-02429,True
PO-02430,True
PO-02431,True
PO-02432,True
PO-02433,True
PO-02434,True
PO-02435,True
PO-02436,True
PO-02437,True
PO-02438,True
PO-02439,True
PO-02440,True
PO-02441,True
PO-02442,True
PO-02443,True
PO-02444,True
PO-02445,True
PO-02446,True
PO-02447,True
PO-02448,True
PO-02449,True
PO-02450,True
PO-02451,True
PO-02452,True
PO-02453,True
PO-02454,True
PO-02455,True
PO-02456,True
PO-02457,True
PO-02458,True
PO-02459,True
PO-02460,True
PO-02461,True
PO-02462,True
PO-02463,True
PO-02464,True
PO-02465,True
PO-02466,True
PO-02467,True
PO-02468,True
PO-02469,True
PO-02470,True
PO-02471,True
PO-02472,True
PO-02473,True
PO-02474,True
PO-02475,True
PO-02476,True
PO-02477,True
PO-02478,True
PO-02479,True
PO-02480,True
PO-02481,True
PO-02482,True
PO-02483,True
PO-02484,True
PO-02485,True
PO-02486,True
PO-02487,True
PO-02488,True
PO-02489,True
PO-02490,True
PO-02491,True
PO-02492,True
PO-02493,False
PO-02494,True
PO-02495,True
PO-02496,True
PO-02497,True
PO-02498,True
PO-02499,True
PO-02500,True
PO-02501,True
PO-02502,True
PO-02503,True
PO-02504,True
PO-02505,True
PO-02506,True
PO-02507,True
PO-02508,True
PO-02509,True
PO-02510,True
PO-02511,True
PO-02512,True
PO-02513,True
PO-02514,True
PO-02515,True
PO-02516,True
PO-02517,True
PO-02518,True
PO-02519,True
PO-02520,True
PO-02521,True
PO-02522,True
PO-02523,True
PO-02524,True
PO-02525,True
PO-02526,True
PO-02527,True
PO-02528,True
PO-02529,True
PO-02530,True
PO-02531,True
PO-02532,True
PO-02533,True
PO-02534,True
PO-02535,True
PO-02536,True
PO-02537,True
PO-02538,True
PO-02539,True
PO-02540,True
PO-02541,True
PO-02542,True
PO-02543,True
PO-02544,True
PO-02545,True
PO-02546,False
PO-02547,True
PO-02548,True
PO-02549,True
PO-02550,True
PO-02551,True
PO-02552,True
PO-02553,True
PO-02554,True
PO-02555,True
PO-02556,True
PO-02557,True
PO-02558,True
PO-02559,True
PO-02560,True
PO-02561,True
PO-02562,True
PO-02563,True
PO-02564,True
PO-02565,True
PO-02566,True
PO-02567,True
PO-02568,True
PO-02569,True
PO-02570,True
PO-02571,True
PO-02572,True
PO-02573,True
PO-02574,True
PO-02575,True
PO-02576,True
PO-02577,True
PO-02578,True
PO-02579,True
PO-02580,True
PO-02581,True
PO-02582,True
PO-02583,True
PO-02584,True
PO-02585,True
PO-02586,True
PO-02587,True
PO-02588,True
PO-02589,True
PO-02590,True
PO-02591,True
PO-02592,True
PO-02593,True
PO-02594,True
PO-02595,True
PO-02596,True
PO-02597,True
PO-02598,True
PO-02599,True
PO-02600,True
PO-02601,True
PO-02602,True
PO-02603,True
PO-02604,True
PO-02605,True
PO-02606,True
PO-02607,True
PO-02608,True
PO-02609,True
PO-02610,True
PO-02611,True
PO-02612,True
PO-02613,True
PO-02614,True
PO-02615,True
PO-02616,True
PO-02617,True
PO-02618,True
PO-02619,True
PO-02620,True
PO-02621,True
PO-02622,True
PO-02623,True
PO-02624,True
PO-02625,True
PO-02626,True
PO-02627,True
PO-02628,True
PO-02629,True
PO-02630,True
PO-02631,True
PO-02632,True
PO-02633,True
PO-02634,True
PO-02635,True
PO-02636,True
PO-02637,True
PO-02638,True
PO-02639,True
PO-02640,True
PO-02641,True
PO-02642,True
PO-02643,True
PO-02644,True
PO-02645,True
PO-02646,True
PO-02647,True
PO-02648,True
PO-02649,True
PO-02650,True
PO-02651,True
PO-02652,True
PO-02653,True
PO-02654,True
PO-02655,True
PO-02656,True
PO-02657,True
PO-02658,True
PO-02659,True
PO-02660,True
PO-02661,True
PO-02662,True
PO-02663,True
PO-02664,True
PO-02665,True
PO-02666,True
PO-02667,True
PO-02668,True
PO-02669,True
PO-02670,True
PO-02671,True
PO-02672,True
PO-02673,True
PO-02674,True
PO-02675,True
PO-02676,False
PO-02677,True
PO-02678,True
PO-02679,True
PO-02680,True
PO-02681,True
PO-02682,True
PO-02683,True
PO-02684,True
PO-02685,True
PO-02686,True
PO-02687,True
PO-02688,True
PO-02689,True
PO-02690,True
PO-02691,True
PO-02692,True
PO-02693,True
PO-02694,True
PO-02695,True
PO-02696,True
PO-02697,True
PO-02698,True
PO-02699,True
PO-02700,True
PO-02701,True
PO-02702,True
PO-02703,True
PO-02704,True
PO-02705,True
PO-02706,True
PO-02707,True
PO-02708,True
PO-02709,True
PO-02710,True
PO-02711,True
PO-02712,True
PO-02713,True
PO-02714,True
PO-02715,True
PO-02716,True
PO-02717,True
PO-02718,True
PO-02719,True
PO-02720,True
PO-02721,True
PO-02722,True
PO-02723,False
PO-02724,True
PO-02725,True
PO-02726,True
PO-02727,True
PO-02728,True
PO-02729,True
PO-02730,True
PO-02731,True
PO-02732,True
PO-02733,True
PO-02734,True
PO-02735,True
PO-02736,True
PO-02737,True
PO-02738,True
PO-02739,True
PO-02740,True
PO-02741,True
PO-02742,True
PO-02743,True
PO-02744,True
PO-02745,True
PO-02746,True
PO-02747,True
PO-02748,True
PO-02749,True
PO-02750,True
PO-02751,True
PO-02752,True
PO-02753,True
PO-02754,True
PO-02755,True
PO-02756,True
PO-02757,True
PO-02758,True
PO-02759,True
PO-02760,True
PO-02761,True
PO-02762,True
PO-02763,True
PO-02764,True
PO-02765,True
PO-02766,True
PO-02767,True
PO-02768,True
PO-02769,True
PO-02770,True
PO-02771,True
PO-02772,True
PO-02773,True
PO-02774,True
PO-02775,True
PO-02776,True
PO-02777,True
PO-02778,False
PO-02779,True
PO-02780,True
PO-02781,True
PO-02782,True
PO-02783,True
PO-02784,True
PO-02785,True
PO-02786,True
PO-02787,True
PO-02788,True
PO-02789,True
PO-02790,True
PO-02791,True
PO-02792,True
PO-02793,True
PO-02794,True
PO-02795,True
PO-02796,True
PO-02797,True
PO-02798,True
PO-02799,True
PO-02800,True
PO-02801,True
PO-02802,True
PO-02803,True
PO-02804,True
PO-02805,True
PO-02806,True
PO-02807,True
PO-02808,True
PO-02809,True
PO-02810,True
PO-02811,True
PO-02812,True
PO-02813,True
PO-02814,True
PO-02815,True
PO-02816,True
PO-02817,True
PO-02818,True
PO-02819,True
PO-02820,True
PO-02821,True
PO-02822,True
PO-02823,True
PO-02824,True
PO-02825,True
PO-02826,True
PO-02827,True
PO-02828,True
PO-02829,True
PO-02830,True
PO-02831,True
PO-02832,True
PO-02833,True
PO-02834,True
PO-02835,True
PO-02836,True
PO-02837,True
PO-02838,True
PO-02839,True
PO-02840,True
PO-02841,True
PO-02842,True
PO-02843,True
PO-02844,True
PO-02845,True
PO-02846,True
PO-02847,True
PO-02848,True
PO-02849,True
PO-02850,True
PO-02851,True
PO-02852,True
PO-02853,True
PO-02854,True
PO-02855,True
PO-02856,True
PO-02857,True
PO-02858,True
PO-02859,True
PO-02860,True
PO-02861,True
PO-02862,True
PO-02863,True
PO-02864,True
PO-02865,True
PO-02866,True
PO-02867,True
PO-02868,True
PO-02869,True
PO-02870,True
PO-02871,True
PO-02872,True
PO-02873,True
PO-02874,True
PO-02875,True
PO-02876,True
PO-02877,True
PO-02878,True
PO-02879,True
PO-02880,True
PO-02881,True
PO-02882,True
PO-02883,True
PO-02884,False
PO-02885,True
PO-02886,True
PO-02887,True
PO-02888,True
PO-02889,True
PO-02890,True
PO-02891,True
PO-02892,True
PO-02893,True
PO-02894,True
PO-02895,True
PO-02896,True
PO-02897,True
PO-02898,True
PO-02899,True
PO-02900,True
PO-02901,True
PO-02902,True
PO-02903,True
PO-02904,True
PO-02905,True
PO-02906,True
PO-02907,True
PO-02908,True
PO-02909,True
PO-02910,True
PO-02911,True
PO-02912,True
PO-02913,True
PO-02914,True
PO-02915,True
PO-02916,True
PO-02917,True
PO-02918,True
PO-02919,True
PO-02920,True
PO-02921,True
PO-02922,True
PO-02923,True
PO-02924,True
PO-02925,True
PO-02926,True
PO-02927,True
PO-02928,True
PO-02929,True
PO-02930,True
PO-02931,True
PO-02932,True
PO-02933,True
PO-02934,True
PO-02935,True
PO-02936,True
PO-02937,True
PO-02938,True
PO-02939,True
PO-02940,True
PO-02941,True
PO-02942,True
PO-02943,True
PO-02944,True
PO-02945,True
PO-02946,True
PO-02947,True
PO-02948,True
PO-02949,True
PO-02950,True
PO-02951,True
PO-02952,True
PO-02953,True
PO-02954,True
PO-02955,True
PO-02956,True
PO-02957,True
PO-02958,True
PO-02959,True
PO-02960,True
PO-02961,True
PO-02962,True
PO-02963,True
PO-02964,True
PO-02965,True
PO-02966,True
PO-02967,True
PO-02968,True
PO-02969,True
PO-02970,True
PO-02971,True
PO-02972,True
PO-02973,True
PO-02974,True
PO-02975,True
PO-02976,True
PO-02977,True
PO-02978,True
PO-02979,True
PO-02980,True
PO-02981,True
PO-02982,True
PO-02983,True
PO-02984,True
PO-02985,True
PO-02986,True
PO-02987,True
PO-02988,True
PO-02989,True
PO-02990,True
PO-02991,True
PO-02992,True
PO-02993,True
PO-02994,True
PO-02995,True
PO-02996,True
PO-02997,True
PO-02998,True
PO-02999,True
PO-03000,True
